file,RANDOM_time_mean,RANDOM_cost_mean,BFS_time_mean,BFS_cost_mean,TRHQA_time_mean,TRHQA_cost_mean,HQA_time_mean,HQA_cost_mean,GTRHQA_time_mean,GTRHQA_cost_mean
circuits/qft/256.qasm,5.0228713103333575,294976.2863022555,5.522096318333449,196302.43950438485,4.825790123333111,769.4877543309925,5.3828761879995,769.4877543309925,4.74545211599919,765.5007711479302
